row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250506_CVOL_bk_mapp_00.mzML Peak height,20250506_CVOL_bk_mapp_01.mzML Peak height,20250506_CVOL_bk_mapp_02.mzML Peak height,20250506_CVOL_bk_mapp_02_20250508021707.mzML Peak height,20250506_CVOL_bk_mapp_pre_00.mzML Peak height,20250506_CVOL_bk_mapp_pre_01.mzML Peak height,20250506_CVOL_bk_mapp_pre_02.mzML Peak height,20250506_CVOL_dbgi_002251_02_01.mzML Peak height,20250506_CVOL_dbgi_002251_03_01.mzML Peak height,20250506_CVOL_dbgi_002251_04_01.mzML Peak height,20250506_CVOL_dbgi_002414_02_01.mzML Peak height,20250506_CVOL_dbgi_002414_03_01.mzML Peak height,20250506_CVOL_dbgi_002414_04_01.mzML Peak height,20250506_CVOL_dbgi_002560_02_01.mzML Peak height,20250506_CVOL_dbgi_002560_03_01.mzML Peak height,20250506_CVOL_dbgi_002560_04_01.mzML Peak height,20250506_CVOL_dbgi_002605_02_01.mzML Peak height,20250506_CVOL_dbgi_002605_03_01.mzML Peak height,20250506_CVOL_dbgi_002605_04_01.mzML Peak height,20250506_CVOL_dbgi_002893_02_01.mzML Peak height,20250506_CVOL_dbgi_002893_03_01.mzML Peak height,20250506_CVOL_dbgi_002893_04_01.mzML Peak height,20250506_CVOL_dbgi_002976_02_01.mzML Peak height,20250506_CVOL_dbgi_002976_03_01.mzML Peak height,20250506_CVOL_dbgi_002976_04_01.mzML Peak height,20250506_CVOL_dbgi_bk_DMSO_58.mzML Peak height,20250506_CVOL_dbgi_bk_MeOH-H2O_53.mzML Peak height,
1645,1112.5020018564437,5.1556277,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5.2406704E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1646,1112.511412040946,5.1569066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2.2312437E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1647,301.17993281249915,5.161235,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1881336E7,4.728616E7,0,0,0,0,0,0,0,0,0,
1648,375.21452021301775,5.163113,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8645182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1649,177.1624468501059,5.187367,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.3844593E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1650,319.2243878107437,5.187367,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9.907138E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1651,377.2268519133814,5.187367,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.06987096E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1652,319.2270255411577,5.1919203,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6.7313944E7,6.5835484E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1653,377.22994545617814,5.1919203,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8.700313E7,8.55703E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1654,271.2398465589226,5.211015,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4.285156E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1655,966.4448627766029,5.211015,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.6853652E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1656,971.4007656528282,5.211015,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9.448447E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1657,287.1642211672754,5.2115674,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762877E7,0,0,0,0,0,0,0,0,0,
1658,327.1566994903983,5.2115674,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.729914E7,0,0,0,0,0,0,0,0,0,
1659,966.4528297556913,5.211664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5.8983206E8,9.685808E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1660,271.2419861638072,5.2124753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2.321106E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1661,285.21911056184234,5.2189064,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0750732E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1662,303.2321138919724,5.219567,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.4694142E7,2.438743E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1663,285.2214514787026,5.226688,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9027976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1664,317.2114221945254,5.2314763,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.5128479E7,1.3540894E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1665,375.2144224910323,5.2346587,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.8045094E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1666,287.234792699678,5.2347336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.275975E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1667,317.2088749770804,5.2347336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.0105956E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1668,375.21140907296956,5.2347336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.7383626E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1669,287.2370854028217,5.2394543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.3402148E7,1.2905909E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1670,158.15429564626376,5.240341,,,,,,,,,,,1.6825916E7,2.4683054E7,0,0,9.561776E7,3.7647716E7,0,0,0,0,0,0,0,0,0,0,1.8681282E7,0,0,0,0,0,0,0,0,0,3.1608632E7,
1671,228.19418788077735,5.2426963,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.8058556E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1672,250.1779754172306,5.2469068,,,,,,,,,,,1.0474625E7,1.0309628E7,1.0356547E7,1.1876792E7,4.955515E7,1.5182993E7,1.3667493E7,1.3583514E7,1.5202792E7,1.5571486E7,0,0,0,1.4865424E7,1.7969404E7,1.3366764E7,1.5573931E7,1.7105502E7,1.1878913E7,1.6232698E7,1.820047E7,1.2570808E7,1.2158326E7,1.5074038E7,1.3032078E7,1.5214089E7,1.5538974E7,
1673,228.1960876145014,5.2501583,,,,,,,,,,,2.7360776E7,3.2887662E7,3.4008656E7,3.1704724E7,1.3155734E8,3.889082E7,3.7953104E7,3.1466396E7,3.2405954E7,3.1085584E7,0,2.420374E7,2.3162118E7,3.4727644E7,3.7957776E7,2.9840904E7,3.3307684E7,3.7688656E7,3.0323738E7,4.752981E7,4.8031708E7,3.0454264E7,3.116335E7,3.1703446E7,3.0092192E7,3.1768798E7,4.0612216E7,
1674,211.16918746226446,5.252431,,,,,,,,,,,0,0,0,0,9024928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1675,229.18000145956682,5.2604785,,,,,,,,,,,0,0,0,0,8513649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1676,333.2034547471199,5.2667375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.1014159E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1677,333.2061278792729,5.2716055,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8711545.0,8269357.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1678,971.4018182857014,5.2826476,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.4510504E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1679,315.08624760372993,5.3220625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3752574E8,1.5284342E8,0,0,0,0,0,0,0,0,0,
1680,163.12180857537365,5.33076,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.2240192E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1681,319.2246113745436,5.3467975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.3177044E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1682,377.22700961248813,5.3467975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.9327252E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1683,966.4468212866171,5.3467975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.8072216E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1684,305.20898685442125,5.354795,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0312495E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1685,301.2165349690262,5.3554764,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,7848305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1686,319.22716414581765,5.3562503,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.1361207E7,1.0218973E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1687,377.2300969095552,5.3562503,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.030596E7,1.8336286E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1688,301.18003914215035,5.3675184,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7500788E7,0,0,0,0,0,0,0,0,0,
1689,353.2296814182083,5.410926,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.9343522E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1690,353.2325065839252,5.416581,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.3758285E7,1.4014327E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1691,161.13136074215151,5.418901,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.1737268E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1692,317.2089086452009,5.418901,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.842143E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1693,333.20337401255716,5.418901,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.1466618E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1694,335.21911187458693,5.418901,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4.026617E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1695,370.25600495345185,5.418901,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4.39507E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1696,375.21130527256935,5.418901,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4.1625172E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1697,333.20606693337254,5.420579,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0823058E7,1.0738728E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1698,370.2590275258558,5.420579,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.9074798E7,2.838809E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1699,375.2143199994489,5.420579,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3.570387E7,3.5036404E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1700,317.21151985240925,5.4213843,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1.2460806E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1701,335.221804729951,5.424576,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.6795088E7,2.6944232E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1702,373.20115379687394,5.4260945,,,,,,,,,,,0,0,0,0,0,0,0,1.0886034E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1703,318.24295960479276,5.447512,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.071882E7,6.516681E7,6.961985E7,0,0,
1704,269.2111529138593,5.447788,,,,,,,,,,,0,0,0,0,1.1347635E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1705,300.2323238694872,5.448924,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3341924E7,0,5.6212148E7,0,0,
1706,313.1068833822977,5.4555516,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9739347E8,2.0479822E8,9.460309E7,0,0,0,0,0,0,0,0,0,0,0,
1707,303.23214098737594,5.4606204,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.5455814E7,1.5595634E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1708,177.1625496355802,5.466784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9857599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1709,269.22431665754254,5.466784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.3966048E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1710,287.23474308897664,5.466784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6.781275E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1711,305.2451680527801,5.466784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7.455987E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1712,361.23213342334304,5.466784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.3484722E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1713,269.2264675384281,5.4726048,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.5278798E7,2.6335708E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1714,287.23702326930595,5.4726048,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6.893001E7,7.262347E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1715,305.24760668040307,5.4726048,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,7.021715E7,7.4982904E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1716,361.2351024695471,5.4726048,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.4699523E7,1.4268187E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1717,285.2191791579039,5.4747505,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9015755.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1718,285.22143193953,5.475811,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0771848E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1719,363.25061236020656,5.4805775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.6685218E7,2.6013198E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1720,319.22458875970915,5.490709,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.3258048E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1721,359.21668475529634,5.490709,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8969903.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1722,377.22683011642425,5.490709,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.186392E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1723,301.2164668125658,5.491736,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8560522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1724,377.22995805118427,5.491736,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0090105E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1725,319.2270526183131,5.496543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.1562042E7,1.0639634E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1726,287.1644339588272,5.5102115,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8302364.0,0,0,0,0,0,0,0,0,0,
1727,334.237610753887,5.5218244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5252725E8,1.1851835E8,1.1621327E8,0,0,
1728,316.2272798655958,5.523372,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1507215E8,0,8.61171E7,0,0,
1729,356.2195785465683,5.523372,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3847384E7,0,7.164097E7,0,0,
1730,335.21911720763734,5.5307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.46871E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1731,375.21127628492843,5.5307,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.5813837E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1732,285.21920306387864,5.5387316,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8200596.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1733,303.22984884813104,5.5387316,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.0275768E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1734,300.2323732233036,5.5394897,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.702652E7,0,2.8222562E7,0,0,
1735,335.2217550259015,5.5406723,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.3909133E7,1.5057685E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1736,375.21419152434396,5.5406723,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.5425519E7,1.7074982E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1737,318.243080121496,5.5433364,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.694793E7,4.0507244E7,3.5301E7,0,0,
1738,303.23215138417845,5.544679,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.9233922E7,1.8692782E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1739,285.22141439139574,5.547852,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8162456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1740,285.07581465190793,5.563067,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9397134E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1741,133.10024437308925,5.5704165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.350386E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1742,161.13129159232375,5.5704165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.696823E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1743,269.2242703986311,5.5704165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9.322837E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1744,287.23466260292395,5.5704165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.9316976E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1745,305.24497536119736,5.5704165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8.5790266E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1746,317.2088514426784,5.5704165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.906738E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1747,345.2372952018928,5.5704165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7.56204E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1748,269.22633163377725,5.572409,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6.934051E7,7.0584584E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1749,287.23687368693214,5.572409,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.2291214E8,2.2338686E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1750,305.2473475616463,5.572409,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6.760983E8,6.614119E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1751,317.2113528344597,5.572409,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.0709952E7,2.0461224E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1752,345.240081770105,5.573179,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5.371093E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1753,553.2983768854692,5.586922,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0180252E7,1.9897012E7,1.76945E7,0,0,0,0,0,
1754,321.2400556787035,5.6181955,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6.5831584E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1755,356.2768620336448,5.6181955,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2.603985E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1756,361.23210046578265,5.6181955,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4.5256104E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1757,285.2214220408341,5.61951,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8762011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1758,375.2143142400608,5.61951,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0573087E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1759,303.23213855369954,5.6210556,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2.1823122E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1760,321.24259095406256,5.624276,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5.395152E7,4.337575E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1761,361.23500161276485,5.624276,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3.5815188E7,3.0800786E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1762,356.27961465164327,5.627497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.9549106E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1763,163.12268561131225,5.6502433,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.2097448E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1764,285.07574604475366,5.6588197,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8627834E8,2.503225E8,0,0,0,0,0,0,0,0,0,
1765,553.2982572681777,5.665827,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.983285E7,2.8581988E7,3.175157E7,0,0,0,0,0,
1766,351.2531099876185,5.6687226,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.243724E7,1.3139903E7,0,1.2327509E7,0,0,0,0,1.7914606E7,2.1750526E7,1.5531331E7,0,0,0,0,0,
1767,287.2348120472996,5.674295,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.9408794E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1768,305.2453325170627,5.674295,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.2873196E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1769,363.24766702234,5.674295,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5.728952E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1770,363.25049634186973,5.680514,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6.5643056E7,7.145163E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1771,287.23709723309184,5.6845064,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.9146266E7,2.05925E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1772,305.2477168194738,5.6845064,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3.3729772E7,3.617244E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1773,378.1308918108527,5.6886935,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2170726E7,0,0,0,0,0,0,0,0,0,0,0,0,0,
1774,315.1223532126362,5.6896853,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.678671E8,6.9349056E8,4.511797E8,0,0,0,0,0,0,0,0,0,0,0,
1775,337.1044540438465,5.6896853,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.100391E8,1.093054E8,7.236435E7,0,0,0,0,0,0,0,0,0,0,0,
1776,285.22150102337275,5.7125707,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.1274839E7,1.0828905E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1777,303.23210245351277,5.7125707,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4.0605136E7,3.825893E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1778,317.20893325290683,5.714282,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.5862447E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1779,246.18552205182067,5.7166214,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.373841E7,0,0,
1780,264.1960336393528,5.7166214,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9263624E7,0,0,
1781,317.2114398562725,5.72061,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.2503463E7,1.2066087E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1782,361.2322367368962,5.7543674,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.978207E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1783,334.2378004276687,5.756988,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.084561E7,6.1007836E7,5.141293E7,0,0,
1784,316.2274781286099,5.7590957,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8619344E7,0,2.4077802E7,0,0,
1785,356.2197916234518,5.7590957,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0781268E7,0,1.8360994E7,0,0,
1786,553.2982844567586,5.766323,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1487806E7,2.281721E7,2.5134066E7,0,0,0,0,0,
